policy_id,location_zone,loc_off,roof_age,mat_r,home_age,cnst_r,prior_water_claim,months_since_water,rec_f,coverage_a,rcv_ratio,rcv_os,prior_claims_5yr,ins_lapses,pool_r,trampoline,biz_r,sprnk_v,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,building_code_comply,fire_hydrant_dist,iso_class,crime_idx,wildfire_score,wildfire_zone,canopy_pct,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,fnd_r,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,eta_t1,eta_glm,delta_gam,eta_final,final_risk_score,expected_loss,decision
HO-2031096,GA-SE,-0.18,29,3,50,3,0,999,0,458541,1.07,0,0,0,0,1,1,0,1,0,0,0,0,0,3.09,2,61.5,18.2,0,41.8,0,0.0,5.36,0,0,0,0,0,0,0,0,0,9.6073,9.8084,0.029,9.8941,47.87,2842.0,Standard
HO-2031097,CA-Wildfire,0.22,29,3,55,2,1,32,1,402793,0.84,0,0,0,2,0,0,-1,1,0,0,0,0,0,14.22,8,51.2,65.5,1,29.4,0,0.0,32.93,0,1,2,1,0,0,0,1,0,10.1731,10.3308,0.3092,10.716,62.36,4361.0,Rated
HO-2031098,TX-Hail,0.13,10,2,36,0,1,10,3,526054,0.996,0,0,0,0,1,0,0,0,0,0,0,0,0,2.79,2,34.2,11.4,0,47.9,0,0.0,11.1,1,0,0,0,0,0,0,0,0,9.5149,9.7332,0.0301,9.7925,46.08,2696.0,Standard
HO-2031099,GA-SE,-0.18,16,0,17,3,1,16,2,373138,1.252,1,1,0,0,0,0,-1,0,0,1,0,0,1,4.81,3,63.8,5.4,0,73.0,0,0.0,3.24,0,0,0,0,1,1,0,0,0,9.1135,9.3612,0.2263,9.5077,41.05,2324.0,Standard
HO-2031100,CA-Wildfire,0.22,16,3,45,3,1,26,1,578742,1.02,0,1,0,0,0,0,-2,1,0,0,0,0,0,11.89,6,11.2,75.4,1,59.0,1,7.47,6.66,0,0,1,0,0,0,0,0,0,9.7504,9.9111,0.0445,9.9736,49.27,2962.0,Standard
HO-2031101,TX-Hail,0.13,17,0,28,3,0,999,0,480083,1.15,0,0,0,0,0,0,-1,0,0,0,0,0,0,3.04,2,16.9,10.3,0,21.7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.1807,9.1654,0.0003,9.1282,34.36,1907.0,Standard
HO-2031102,MN-North,-0.22,18,3,43,3,0,999,0,203288,1.017,0,0,0,0,0,1,-2,0,0,0,0,1,0,3.56,2,45.9,18.1,0,25.0,0,0.0,11.03,1,0,0,0,0,0,0,0,0,9.1853,9.2293,0.0306,9.2675,36.82,2051.0,Standard
HO-2031103,NY-NE,-0.03,26,3,53,1,0,999,0,361302,1.004,0,1,1,0,1,0,-1,0,0,0,0,0,0,7.02,4,56.5,5.3,0,49.1,0,0.0,9.38,0,0,0,0,0,0,0,0,0,9.6211,10.21,0.0324,10.2148,53.52,3359.0,Standard
HO-2031104,FL-Flood,0.28,11,3,12,3,1,3,3,425490,1.1,0,0,0,2,0,0,0,1,0,0,1,0,1,2.35,2,38.8,12.7,0,35.2,0,0.0,15.12,0,0,0,0,0,0,0,0,0,9.5908,9.5412,0.0352,9.5829,42.38,2417.0,Standard
HO-2031105,CA-Wildfire,0.22,10,3,23,3,0,999,0,282471,0.72,0,0,0,0,0,0,-1,1,0,0,1,1,1,3.6,2,44.2,62.9,1,47.4,0,0.0,25.3,0,1,0,0,0,0,0,1,0,9.164,8.9918,0.1246,9.0973,33.81,1877.0,Standard
HO-2031106,CA-Wildfire,0.22,29,1,47,0,0,999,0,531138,1.072,0,0,1,1,0,0,0,0,0,0,1,0,0,10.02,6,54.5,65.8,1,25.8,0,0.0,24.15,0,0,0,1,0,0,0,0,0,9.7363,10.059,0.2268,10.2708,54.51,3458.0,Standard
HO-2031107,FL-Flood,0.28,13,3,32,3,0,999,0,120000,0.72,0,0,0,1,0,0,0,0,0,0,0,0,0,1.74,1,47.2,11.7,0,45.1,1,0.5,7.79,0,0,2,0,0,0,1,0,0,9.413,9.5064,0.1131,9.6259,43.14,2472.0,Standard
HO-2031108,GA-SE,-0.18,6,0,11,3,0,999,0,492530,1.008,0,0,1,0,0,0,-1,1,0,0,0,0,1,4.39,3,61.7,29.3,0,52.2,0,0.0,10.45,0,0,0,0,0,0,0,0,0,8.3672,8.3655,0.03,8.406,21.62,1309.0,Preferred
HO-2031109,CO-Mixed,0.07,13,3,34,1,1,23,2,476649,0.903,0,1,1,1,0,2,0,1,1,1,0,1,0,16.06,9,13.0,35.5,0,41.9,0,0.0,37.56,1,0,0,0,0,0,0,0,0,9.4503,10.1579,0.0565,10.3129,55.25,3535.0,Standard
HO-2031110,AZ-Desert,-0.11,15,3,33,2,0,999,0,120000,0.858,0,0,2,1,0,1,-2,0,1,0,0,0,0,9.8,5,23.6,30.1,0,15.5,0,0.0,5.72,0,0,0,0,0,0,0,0,0,9.0464,9.4047,0.0225,9.3597,38.44,2152.0,Standard
HO-2031111,MN-North,-0.22,31,1,47,1,0,999,0,394490,1.227,1,0,1,0,0,0,-2,0,0,0,1,0,0,1.89,1,23.6,10.0,0,38.3,0,0.0,2.71,1,0,1,0,0,0,0,0,1,9.4881,9.494,0.0902,9.6304,43.22,2477.0,Standard
HO-2031112,CO-Mixed,0.07,26,3,28,2,0,999,0,319103,1.177,1,0,0,1,0,0,0,0,0,0,0,0,0,17.38,9,15.1,21.5,0,15.6,0,0.0,39.53,0,0,0,0,0,0,0,0,0,9.5592,9.8698,0.0619,9.9199,48.32,2881.0,Standard
HO-2031113,TX-Hail,0.13,28,1,47,3,0,999,0,578454,0.97,0,0,0,2,0,2,-1,1,0,0,0,1,0,2.34,2,11.8,9.3,0,45.7,0,0.0,5.68,0,0,0,0,0,0,0,0,0,9.7525,9.904,0.0283,9.9619,49.06,2944.0,Standard
HO-2031114,IL-Midwest,-0.14,25,3,49,3,1,31,1,262751,1.353,1,1,0,0,0,0,0,1,1,0,1,1,0,6.15,4,37.8,4.0,0,39.9,0,0.0,3.35,1,0,0,0,0,0,0,0,1,9.7774,9.9155,0.0855,10.0411,50.46,3068.0,Standard
HO-2031115,GA-SE,-0.18,26,3,35,1,0,999,0,491884,1.159,1,0,0,0,1,1,0,1,0,1,0,0,0,4.46,3,55.9,0.0,0,41.4,0,0.0,0.0,0,0,0,0,0,1,0,0,0,9.3479,9.6158,0.0998,9.6909,44.28,2557.0,Standard
HO-2031116,WA-NW,-0.07,11,2,34,3,0,999,0,519764,0.998,0,1,0,1,0,1,0,0,1,0,0,1,0,15.58,8,32.6,44.5,0,46.5,0,0.0,39.76,0,0,0,0,0,0,0,0,0,8.988,9.5379,0.0589,9.7223,44.84,2599.0,Standard
HO-2031117,CA-Wildfire,0.22,16,0,28,0,0,999,0,325036,0.756,0,1,0,0,0,0,0,0,0,0,0,0,0,15.73,8,46.9,62.3,1,52.4,0,0.0,30.48,0,0,0,0,0,0,0,0,0,9.1016,9.5733,0.054,9.6173,42.99,2461.0,Standard
HO-2031118,AZ-Desert,-0.11,9,2,28,3,1,7,3,561683,1.006,0,1,0,0,0,0,0,0,0,0,0,0,0,9.42,5,12.4,25.7,0,21.2,0,0.0,7.0,0,0,1,0,0,0,0,0,0,9.2871,9.6529,0.0245,9.8087,46.36,2719.0,Standard
HO-2031119,NY-NE,-0.03,16,2,38,1,0,999,0,321826,0.932,0,1,0,2,0,0,-1,0,0,0,0,0,0,6.36,4,48.0,18.3,0,25.6,1,7.6,9.47,0,0,0,0,0,0,0,0,0,9.1198,9.4956,0.0432,9.4976,40.87,2312.0,Standard
HO-2031120,GA-SE,-0.18,24,1,52,1,0,999,0,566555,0.955,0,0,0,0,0,0,-2,0,0,0,1,0,0,4.8,3,60.7,14.5,0,38.7,1,31.1,12.23,0,0,0,0,0,0,0,0,0,9.3042,9.2295,0.0592,9.2168,35.92,1997.0,Standard
HO-2031121,TX-Hail,0.13,19,3,47,2,0,999,0,744610,1.078,0,0,0,2,0,0,-1,0,0,0,0,1,0,5.05,3,34.7,16.6,0,11.2,0,0.0,8.03,1,0,1,0,0,0,0,0,0,9.5664,9.7196,0.0264,9.6725,43.96,2532.0,Standard
HO-2031122,IL-Midwest,-0.14,29,1,53,3,0,999,0,510233,0.932,0,1,0,0,0,0,-1,0,0,0,1,1,0,1.12,1,35.5,7.6,0,31.5,0,0.0,3.95,1,0,0,0,0,0,0,0,1,9.5808,9.7595,0.0908,9.8427,46.96,2767.0,Standard
HO-2031123,GA-SE,-0.18,7,3,24,1,0,999,0,465703,1.205,1,1,0,0,0,1,-2,0,0,0,0,1,0,1.9,1,68.7,10.8,0,67.3,0,0.0,2.85,0,0,0,0,0,1,0,0,0,8.7037,8.9569,0.1103,9.0081,32.24,1792.0,Standard
HO-2031124,CO-Mixed,0.07,22,3,40,2,0,999,0,313764,0.946,0,0,0,0,1,0,-1,0,0,1,0,1,0,6.83,4,29.0,57.2,1,20.2,0,0.0,36.67,1,0,0,1,0,0,0,0,1,9.501,9.7874,0.2951,10.0619,50.83,3102.0,Standard
HO-2031125,IL-Midwest,-0.14,6,3,22,2,0,999,0,639987,0.877,0,0,1,1,0,1,-1,0,0,0,0,1,1,4.87,3,44.5,29.4,0,38.2,0,0.0,9.84,0,0,1,0,0,0,0,0,0,8.6418,8.9076,0.0292,8.9341,30.94,1724.0,Standard
HO-2031126,CA-Wildfire,0.22,18,3,25,2,0,999,0,504353,1.111,0,0,2,0,0,2,0,0,1,0,0,0,0,7.49,4,31.2,72.3,1,55.4,1,0.7,19.08,0,0,0,0,0,0,0,0,0,9.366,9.8498,0.0491,9.9128,48.2,2870.0,Standard
HO-2031127,FL-Flood,0.28,24,3,41,2,0,999,0,315539,1.016,0,1,0,0,0,0,0,1,0,0,0,0,0,1.6,1,27.7,14.4,0,31.2,1,6.48,9.98,0,0,0,0,0,0,0,0,0,9.7783,9.9252,0.046,9.9935,49.62,2993.0,Standard
HO-2031128,FL-Flood,0.28,16,3,22,3,0,999,0,589876,1.14,0,1,0,1,0,0,-2,1,0,0,0,0,1,1.46,1,18.8,12.0,0,22.9,1,14.08,6.81,0,0,0,0,0,0,0,0,0,9.3815,9.39,0.0427,9.3449,38.18,2135.0,Standard
HO-2031129,MN-North,-0.22,22,3,44,3,1,15,2,395383,1.044,0,1,0,2,0,0,-2,0,0,0,0,0,0,4.7,3,41.6,0.7,0,19.5,0,0.0,8.96,1,0,0,0,0,0,0,0,1,9.6158,9.8992,0.0939,10.0412,50.46,3069.0,Standard
HO-2031130,FL-Flood,0.28,9,2,19,3,0,999,0,474758,0.826,0,0,0,0,0,1,0,0,0,1,0,1,1,2.27,2,36.0,14.5,0,26.2,1,0.87,17.18,0,0,0,0,0,0,0,0,0,9.1009,9.247,0.0419,9.2965,37.33,2082.0,Standard
HO-2031131,IL-Midwest,-0.14,3,2,5,2,0,999,0,322543,1.063,0,0,0,2,0,0,-1,1,0,0,0,1,1,2.42,2,66.8,35.8,0,9.0,0,0.0,1.7,1,0,0,0,0,0,0,0,0,8.3101,8.2736,0.0131,8.2527,18.92,1209.0,Preferred
HO-2031132,AZ-Desert,-0.11,23,2,24,0,0,999,0,248597,0.893,0,0,1,2,0,0,-2,0,0,0,0,1,0,8.25,5,21.9,50.6,0,14.4,0,0.0,3.4,0,0,0,0,0,0,0,0,0,9.0151,9.2864,0.022,9.2188,35.96,2000.0,Standard
HO-2031133,TX-Hail,0.13,33,3,51,3,0,999,0,255876,1.04,0,0,0,1,0,1,0,0,1,0,1,0,0,0.68,1,39.1,1.0,0,22.8,0,0.0,8.23,1,0,0,0,0,0,0,0,1,10.0367,10.0812,0.1038,10.1668,52.68,3276.0,Standard
HO-2031134,IL-Midwest,-0.14,9,1,36,3,1,17,2,326606,0.936,0,0,1,0,0,2,0,0,0,1,0,0,0,0.54,1,79.8,24.0,0,13.6,0,0.0,11.28,0,0,0,0,0,0,0,0,0,9.1469,9.5297,0.0309,9.5636,42.04,2393.0,Standard
HO-2031135,AZ-Desert,-0.11,28,3,51,2,1,23,2,451845,0.991,0,0,0,0,0,0,0,0,1,0,0,0,0,4.82,3,7.7,33.1,0,22.2,0,0.0,10.73,0,0,2,0,0,0,0,0,0,9.9258,9.9263,0.0374,9.9482,48.82,2924.0,Standard
HO-2031136,GA-SE,-0.18,18,2,45,3,1,35,1,338267,1.026,0,0,1,0,0,1,0,0,0,0,0,1,0,7.92,4,65.1,16.9,0,38.9,1,5.12,6.64,0,0,0,0,0,0,0,0,0,9.3545,9.7395,0.0365,9.6438,43.45,2495.0,Standard
HO-2031137,NY-NE,-0.03,5,3,29,1,0,999,0,269218,1.123,0,0,0,0,0,0,-2,1,0,0,1,0,0,3.22,2,37.9,23.3,0,28.4,0,0.0,12.4,0,0,2,0,0,0,0,0,0,8.7682,8.5506,0.0323,8.6469,25.87,1484.0,Preferred
HO-2031138,AZ-Desert,-0.11,7,3,17,3,0,999,0,246844,0.943,0,2,0,1,1,1,-1,0,0,0,0,0,1,14.29,8,44.3,49.2,0,23.5,1,4.05,7.63,0,0,2,0,0,0,1,0,0,8.685,9.5368,0.1239,9.6678,43.88,2526.0,Standard
HO-2031139,TX-Hail,0.13,18,3,25,0,1,23,2,557307,0.72,0,0,0,0,0,0,0,1,0,1,0,1,0,1.48,1,38.9,16.0,0,46.4,0,0.0,8.9,1,0,0,0,0,0,0,0,0,9.489,9.4898,0.0275,9.5725,42.2,2404.0,Standard
HO-2031140,MN-North,-0.22,14,1,24,3,0,999,0,362850,0.886,0,1,0,0,0,0,0,1,0,0,0,0,0,7.68,4,28.5,12.2,0,21.0,0,0.0,8.71,1,0,2,0,0,0,0,0,0,8.7469,8.9832,0.0267,9.1301,34.39,1909.0,Standard
HO-2031141,TX-Hail,0.13,6,1,7,2,0,999,0,120000,1.039,0,1,1,0,0,1,0,0,1,1,0,0,1,3.62,2,26.9,6.4,0,13.6,1,7.49,4.49,1,0,0,0,0,0,0,0,0,8.6347,9.0598,0.0341,9.0917,33.72,1871.0,Standard
HO-2031142,WA-NW,-0.07,2,2,13,1,0,999,0,378915,1.185,1,0,1,1,0,0,0,1,0,0,1,1,1,17.02,9,27.2,48.1,0,73.9,0,0.0,18.62,0,0,0,0,0,0,0,0,0,8.4963,8.7721,0.0414,8.6879,26.59,1517.0,Preferred
HO-2031143,FL-Flood,0.28,10,3,38,2,1,16,2,321845,1.062,0,1,1,1,0,1,-1,0,1,0,0,1,0,7.61,4,22.1,14.4,0,14.4,0,0.0,10.2,1,1,0,0,0,0,0,0,0,9.6751,10.1789,0.029,10.2135,53.5,3357.0,Standard
HO-2031144,MN-North,-0.22,19,3,27,2,0,999,0,408625,1.159,1,0,2,1,0,1,-1,1,0,0,0,0,0,2.78,2,35.6,21.7,0,36.0,0,0.0,2.87,0,0,0,0,0,0,0,0,0,9.0679,9.3565,0.0164,9.3213,37.77,2109.0,Standard
HO-2031145,AZ-Desert,-0.11,17,0,22,3,0,999,0,300588,1.042,0,1,0,1,0,2,0,0,0,1,0,0,1,10.47,6,21.3,37.7,0,42.7,0,0.0,3.73,0,0,0,0,0,0,0,0,0,8.8668,9.454,0.0191,9.4579,40.18,2265.0,Standard
HO-2031146,WA-NW,-0.07,13,3,24,3,1,28,1,560162,1.051,0,1,0,0,0,0,0,0,0,0,1,0,0,13.95,7,45.0,24.0,0,70.1,0,0.0,16.95,0,0,0,0,1,0,0,0,0,9.1279,9.5342,0.1527,9.6897,44.26,2555.0,Standard
HO-2031147,TX-Hail,0.13,19,0,36,2,0,999,0,358525,0.986,0,1,0,0,0,0,0,0,0,0,0,0,0,6.08,4,21.6,21.0,0,36.5,0,0.0,4.45,1,1,0,0,0,0,0,0,0,9.2828,9.6055,0.0201,9.5592,41.96,2387.0,Standard
HO-2031148,CO-Mixed,0.07,27,3,51,3,0,999,0,350544,1.167,1,0,0,1,0,0,0,1,0,0,0,0,0,4.96,3,9.1,26.9,0,26.0,0,0.0,36.42,1,1,0,0,0,0,0,1,1,9.907,9.9238,0.2009,10.0748,51.05,3123.0,Standard
HO-2031149,NY-NE,-0.03,21,0,25,3,1,24,1,335753,1.25,1,0,0,2,0,2,0,0,0,0,0,0,0,7.53,4,31.1,3.9,0,24.1,1,12.82,1.56,0,0,2,0,0,0,1,0,0,9.3395,9.7198,0.1161,9.8633,47.32,2797.0,Standard
HO-2031150,WA-NW,-0.07,16,0,37,1,0,999,0,446316,0.885,0,0,1,1,0,0,0,0,0,0,0,0,0,14.96,8,38.4,17.8,0,50.5,0,0.0,18.28,0,0,0,0,0,0,0,0,0,8.9669,9.3922,0.0389,9.4037,39.22,2202.0,Standard
HO-2031151,CA-Wildfire,0.22,26,2,42,1,1,17,2,435290,1.051,0,0,2,2,0,0,0,0,0,0,1,0,0,11.53,6,53.0,84.8,1,23.0,0,0.0,39.06,0,0,0,1,0,0,0,0,0,9.9999,10.5337,0.239,10.637,60.97,4185.0,Rated
HO-2031152,MN-North,-0.22,9,3,24,0,0,999,0,325282,0.853,0,1,0,0,0,2,0,0,1,0,0,0,0,5.45,3,28.3,6.4,0,9.2,0,0.0,7.75,1,0,0,0,0,0,0,0,0,8.5764,8.9743,0.0251,9.0262,32.56,1809.0,Standard
HO-2031153,GA-SE,-0.18,15,3,26,2,1,25,1,383339,1.254,1,0,0,1,0,0,0,1,0,0,0,1,0,3.35,2,47.7,23.9,0,67.4,0,0.0,14.37,0,0,0,0,1,0,0,0,0,9.1446,9.1805,0.1498,9.3533,38.33,2145.0,Standard
HO-2031154,FL-Flood,0.28,16,0,44,3,0,999,0,344578,1.044,0,0,0,0,0,1,0,0,0,0,0,1,0,4.95,3,50.7,19.7,0,49.7,1,2.43,15.16,0,0,0,0,0,0,0,0,0,9.4938,9.6911,0.0441,9.7379,45.11,2620.0,Standard
HO-2031155,GA-SE,-0.18,6,1,35,3,0,999,0,498959,1.017,0,0,0,1,0,0,0,0,0,1,0,0,0,5.21,3,62.6,8.7,0,65.7,0,0.0,7.22,0,0,2,0,0,0,0,0,0,8.7053,8.9047,0.0243,9.0025,32.14,1786.0,Standard
HO-2031156,IL-Midwest,-0.14,14,3,15,1,0,999,0,199569,0.861,0,2,0,0,0,1,-1,0,1,0,1,0,1,1.52,1,41.1,10.4,0,45.8,0,0.0,15.39,1,0,0,0,0,0,0,0,0,8.7285,9.0627,0.0354,9.0371,32.75,1819.0,Standard
HO-2031157,IL-Midwest,-0.14,0,3,15,2,0,999,0,332314,0.988,0,1,0,0,0,0,0,0,0,0,1,0,1,2.9,2,44.4,25.8,0,12.7,0,0.0,0.79,1,0,0,0,0,0,0,0,0,8.3978,8.5886,0.0087,8.5686,24.49,1425.0,Preferred
HO-2031158,FL-Flood,0.28,35,1,35,2,1,11,3,352623,1.009,0,0,0,1,1,0,0,1,0,0,0,0,0,3.54,2,25.2,21.2,0,49.4,1,9.33,3.31,0,0,1,0,0,0,0,0,0,10.3682,10.5347,0.0492,10.5864,60.08,4076.0,Rated
HO-2031159,NY-NE,-0.03,9,2,28,3,0,999,0,575255,0.87,0,0,1,0,0,0,-1,0,0,0,0,0,0,4.08,3,47.4,10.5,0,18.0,0,0.0,12.67,0,0,0,0,0,0,0,0,0,8.8997,9.0533,0.0322,9.153,34.8,1932.0,Standard
HO-2031160,AZ-Desert,-0.11,32,1,33,2,1,6,3,544548,1.041,0,0,0,1,0,1,0,1,1,0,1,1,0,13.59,7,30.2,44.8,0,16.3,1,2.05,13.32,0,0,0,0,0,0,0,0,0,9.8737,10.0206,0.0544,10.1163,51.79,3191.0,Standard
HO-2031161,CO-Mixed,0.07,18,1,30,1,0,999,0,434901,0.9,0,0,0,0,0,1,0,0,0,0,0,1,0,11.83,6,34.1,42.7,0,36.5,0,0.0,27.32,1,0,0,0,0,0,0,0,0,9.1272,9.4172,0.0494,9.3944,39.05,2191.0,Standard
HO-2031162,NY-NE,-0.03,23,0,38,1,0,999,0,240782,1.081,0,0,0,1,0,1,-2,1,0,0,0,1,0,3.4,2,26.7,11.3,0,28.7,0,0.0,7.79,0,0,0,0,0,0,0,0,0,9.2115,9.1876,0.0278,9.1874,35.4,1967.0,Standard
HO-2031163,AZ-Desert,-0.11,13,3,13,0,0,999,0,388013,0.882,0,2,0,0,0,1,-2,0,0,0,0,0,1,9.95,5,40.9,43.1,0,25.9,1,1.28,8.86,0,0,0,0,0,0,0,0,0,8.6629,9.1649,0.0346,9.1378,34.53,1917.0,Standard
HO-2031164,AZ-Desert,-0.11,19,3,37,2,0,999,0,643150,1.042,0,0,0,0,0,0,-1,0,0,1,0,1,0,8.66,5,20.3,15.4,0,40.7,0,0.0,10.41,0,0,1,0,0,0,0,0,0,9.2058,9.3508,0.0299,9.4585,40.19,2265.0,Standard
HO-2031165,CA-Wildfire,0.22,23,3,26,2,0,999,0,359182,0.993,0,1,0,0,0,1,-2,1,0,0,1,0,0,4.43,3,8.3,79.3,1,33.4,0,0.0,29.21,0,1,0,1,0,0,0,1,0,9.5109,9.6034,0.3031,9.8464,47.03,2772.0,Standard
HO-2031166,GA-SE,-0.18,23,0,42,3,0,999,0,398006,1.062,0,1,0,0,1,0,0,0,0,0,0,1,0,4.17,3,52.9,26.5,0,57.7,0,0.0,14.08,0,0,0,0,0,0,0,0,0,9.1991,9.6991,0.0371,9.7944,46.11,2698.0,Standard
HO-2031167,CO-Mixed,0.07,24,3,26,3,0,999,0,406097,1.043,0,0,2,0,0,1,-2,1,0,0,1,1,0,9.27,5,26.3,37.6,0,44.8,0,0.0,44.29,1,0,0,0,0,0,0,0,1,9.4338,9.6862,0.1297,9.957,48.98,2937.0,Standard
HO-2031168,FL-Flood,0.28,14,3,15,0,0,999,0,261032,1.033,0,0,0,1,0,1,0,0,0,0,0,1,1,4.7,3,0.0,14.5,0,34.3,1,5.53,8.91,0,0,1,0,0,0,0,0,0,9.1066,9.2774,0.0402,9.3185,37.72,2106.0,Standard
HO-2031169,FL-Flood,0.28,13,3,24,3,0,999,0,266743,0.916,0,0,1,2,0,0,-1,1,0,0,1,0,0,2.5,2,35.0,7.4,0,48.3,1,2.86,0.79,0,0,0,0,0,0,0,0,0,9.3205,9.4014,0.0175,9.4925,40.78,2306.0,Standard
HO-2031170,IL-Midwest,-0.14,3,3,26,1,0,999,0,266599,1.098,0,2,0,0,0,2,-2,0,0,0,0,0,0,7.38,4,37.6,21.2,0,7.6,0,0.0,10.23,1,0,0,0,0,0,0,0,0,8.5678,9.1647,0.0293,9.1245,34.29,1904.0,Standard
HO-2031171,GA-SE,-0.18,22,1,47,0,0,999,0,338241,1.06,0,0,0,0,0,0,-1,0,0,0,0,1,0,7.61,4,49.3,13.0,0,42.1,0,0.0,11.01,0,1,0,0,0,0,0,0,0,9.1471,9.2388,0.032,9.2686,36.84,2052.0,Standard
HO-2031172,CO-Mixed,0.07,27,2,39,3,0,999,0,441908,1.109,0,0,0,0,0,0,0,1,0,0,0,0,0,5.61,3,16.3,56.3,1,40.7,0,0.0,30.4,1,0,1,1,0,0,0,0,1,9.622,9.5981,0.2939,10.0313,50.29,3053.0,Standard
HO-2031173,WA-NW,-0.07,32,2,58,3,1,21,2,403791,1.016,0,0,0,0,0,0,-2,1,0,0,0,1,0,9.37,5,9.0,51.0,0,77.9,0,0.0,37.68,0,0,0,0,1,0,0,0,0,10.1533,10.0801,0.1847,10.2976,54.98,3507.0,Standard
HO-2031174,CA-Wildfire,0.22,20,3,37,2,0,999,0,451033,0.995,0,1,0,1,0,2,0,0,0,0,0,0,0,9.19,5,30.3,62.0,1,24.8,0,0.0,20.46,0,0,0,0,0,0,0,0,0,9.5619,10.1398,0.0459,10.3476,55.87,3600.0,Standard
HO-2031175,IL-Midwest,-0.14,11,0,15,3,1,19,2,682457,0.878,0,2,0,0,0,0,-2,0,0,0,1,1,1,2.18,2,62.4,22.5,0,48.0,0,0.0,1.38,1,0,1,0,0,0,0,0,0,8.8978,9.2094,0.0111,9.1974,35.58,1977.0,Standard
HO-2031176,MN-North,-0.22,2,3,24,3,0,999,0,743280,0.927,0,0,0,0,0,1,-2,0,0,0,0,0,0,5.4,3,39.4,7.0,0,47.2,0,0.0,12.14,0,0,0,0,0,0,0,0,0,8.5237,8.5643,0.0314,8.5573,24.29,1417.0,Preferred
HO-2031177,WA-NW,-0.07,27,2,51,2,0,999,0,393137,0.954,0,0,0,0,0,0,-1,1,0,0,0,0,0,17.55,9,44.0,36.2,0,45.9,0,0.0,17.16,0,0,0,0,0,0,0,0,0,9.5782,9.6755,0.0445,9.8567,47.21,2787.0,Standard
HO-2031178,TX-Hail,0.13,1,3,12,2,0,999,0,509246,1.155,1,0,0,0,0,0,-2,0,1,0,0,0,1,5.0,3,27.2,10.0,0,5.2,0,0.0,11.29,1,0,1,0,0,0,0,0,0,8.7518,8.5774,0.0303,8.6672,26.23,1500.0,Preferred
HO-2031179,IL-Midwest,-0.14,14,3,32,2,0,999,0,472274,0.846,0,1,0,0,0,1,0,1,0,0,1,0,0,3.57,2,59.3,7.7,0,48.9,0,0.0,6.53,1,0,1,0,0,0,0,0,0,8.9772,9.2057,0.0231,9.1634,34.98,1943.0,Standard
HO-2031180,TX-Hail,0.13,15,3,15,1,0,999,0,530771,0.832,0,0,0,1,0,2,0,1,1,0,0,0,1,6.31,4,9.3,16.4,0,41.1,0,0.0,2.7,0,0,0,0,0,0,0,0,0,9.025,9.0918,0.0151,9.06,33.16,1841.0,Standard
HO-2031181,CO-Mixed,0.07,17,2,25,3,1,19,2,525836,1.01,0,0,2,0,0,0,-1,0,0,1,0,0,0,13.39,7,25.2,55.4,1,12.0,0,0.0,11.48,1,0,0,0,0,0,0,0,0,9.4922,9.9593,0.034,9.9588,49.01,2940.0,Standard
HO-2031182,WA-NW,-0.07,18,2,18,3,0,999,0,306050,0.913,0,0,0,0,0,0,-2,1,0,0,1,0,1,13.87,7,50.4,53.9,0,68.8,0,0.0,12.03,0,0,0,0,0,0,0,0,0,8.9834,8.8708,0.0348,8.9014,30.36,1695.0,Standard
HO-2031183,WA-NW,-0.07,19,3,42,3,0,999,0,657385,0.966,0,0,1,2,0,0,-2,1,0,1,0,0,0,8.81,5,44.9,34.7,0,66.3,0,0.0,32.12,0,0,0,0,0,0,0,0,0,9.3494,9.5472,0.053,9.5439,41.69,2368.0,Standard
HO-2031184,TX-Hail,0.13,0,3,17,2,0,999,0,594353,0.958,0,0,0,0,0,0,0,0,1,1,0,0,1,6.79,4,29.0,3.4,0,43.7,0,0.0,8.59,1,0,0,0,0,0,0,0,0,8.6913,8.7221,0.0264,8.7441,27.58,1562.0,Preferred
HO-2031185,MN-North,-0.22,18,1,40,0,0,999,0,515320,0.932,0,0,2,0,1,2,0,1,0,0,0,1,0,6.17,4,21.4,16.8,0,38.7,0,0.0,13.17,1,0,1,0,0,0,0,0,0,8.9128,9.5306,0.0333,9.487,40.69,2299.0,Standard
HO-2031186,NY-NE,-0.03,0,3,27,0,0,999,0,475993,0.913,0,1,0,0,0,2,0,1,0,0,0,1,0,1.82,1,41.3,23.6,0,36.7,1,4.93,1.78,0,0,0,0,0,0,0,0,0,8.5604,8.8996,0.0251,8.9213,30.71,1713.0,Standard
HO-2031187,CO-Mixed,0.07,24,3,26,3,0,999,0,435776,0.89,0,1,1,0,0,0,0,1,0,0,0,0,0,7.85,4,32.9,62.0,1,14.6,0,0.0,18.37,0,0,0,1,0,0,0,0,0,9.431,9.8112,0.216,10.0436,50.5,3072.0,Standard
HO-2031188,IL-Midwest,-0.14,13,3,18,3,0,999,0,408732,0.968,0,0,0,1,0,0,0,0,1,0,0,1,1,4.83,3,59.0,24.2,0,49.7,0,0.0,13.55,1,0,0,0,0,0,0,0,0,8.8294,8.8755,0.0338,8.9352,30.96,1725.0,Standard
